customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1229,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,82.53,237.42,No
C1230,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,95.28,1450.74,No
C1231,0,No,Yes,35,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,18.0,629.56,No
C1232,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,96.32,2810.57,No
C1233,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.39,1703.26,No
C1234,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,26.4,814.8,No
C1235,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,83.09,2608.02,No
C1236,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,69.24,69.24,No
C1237,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,74.53,2434.54,No
C1238,1,Yes,Yes,2,No,No phone service,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,89.98,233.57,Yes
C1239,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.76,2502.77,No
C1240,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.18,1177.96,No
C1241,0,Yes,No,11,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,61.42,686.85,No
C1242,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,24.56,66.77,No
C1243,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,81.23,81.23,Yes
C1244,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Credit card,99.95,3212.82,No
C1245,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Two year,No,Electronic check,33.96,843.65,No
C1246,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Mailed check,48.21,360.62,No
C1247,0,No,No,0,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,42.94,42.94,No
C1248,0,No,Yes,16,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer,53.65,968.16,No
C1249,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.31,1707.92,No
C1250,0,No,No,40,Yes,Yes,DSL,No,No,No,One year,Yes,Electronic check,53.92,2245.26,No
C1251,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,Two year,No,Electronic check,81.31,3843.88,No
C1252,1,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,91.63,580.54,No
C1253,0,No,Yes,17,Yes,No,DSL,No,Yes,No,Month-to-month,No,Mailed check,92.54,1604.03,No
C1254,0,No,No,0,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,37.05,37.05,No
C1255,0,No,No,1,Yes,No,DSL,No,No,Yes,One year,Yes,Credit card,99.65,162.13,No
C1256,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.65,4696.01,No
C1257,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.82,103.82,Yes
C1258,0,No,No,7,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,61.05,476.81,Yes
C1259,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,46.2,1201.81,No
C1260,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,40.39,383.57,No
C1261,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,37.46,2011.31,No
C1262,0,No,No,17,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,65.29,1071.15,No
C1263,0,No,No,10,Yes,No,DSL,Yes,No,No,Month-to-month,No,Bank transfer,86.2,847.35,No
C1264,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer,97.66,3463.61,No
C1265,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,52.86,437.81,Yes
C1266,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,64.03,64.03,No
C1267,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,62.4,287.45,No
C1268,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.12,1877.74,No
C1269,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,83.39,768.92,No
C1270,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,74.07,1060.96,No
C1271,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,68.55,68.55,No
C1272,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.96,1495.7,Yes
C1273,0,No,Yes,33,Yes,No,DSL,No,Yes,No,One year,No,Electronic check,80.39,2564.92,No
C1274,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Mailed check,80.14,2712.5,No
C1275,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,44.04,448.76,No
C1276,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,87.41,1726.01,No
C1277,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,71.38,1619.98,No
C1278,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Two year,No,Mailed check,54.13,2479.32,No
C1279,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,70.86,2686.75,No
C1280,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.61,1283.77,No
C1281,0,No,No,0,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,92.04,92.04,Yes
C1282,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,38.85,38.85,No
C1283,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.12,812.11,No
C1284,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,One year,Yes,Bank transfer,65.58,179.86,No
C1285,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,52.35,939.46,No
C1286,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,51.58,90.58,No
C1287,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,39.97,113.47,No
C1288,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,21.48,73.71,No
C1289,0,Yes,No,8,No,No phone service,DSL,No,No,Yes,Month-to-month,No,Credit card,81.93,591.22,No
C1290,0,No,No,37,No,No phone service,Fiber optic,No,No,Yes,Two year,No,Electronic check,114.52,4274.51,No
C1291,0,No,No,7,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,24.56,254.17,No
C1292,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,41.24,1718.14,No
C1293,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.79,229.25,Yes
C1294,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card,63.86,2173.12,No
C1295,0,No,No,54,Yes,No,DSL,No,Yes,No,Two year,No,Credit card,85.86,4678.31,No
C1296,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Two year,No,Mailed check,62.46,944.33,No
C1297,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Two year,Yes,Electronic check,50.48,1971.27,No
C1298,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,One year,Yes,Mailed check,59.35,1136.81,No
C1299,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,One year,No,Mailed check,18.0,509.56,No
C1300,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,One year,No,Mailed check,36.41,293.75,No
C1301,0,No,No,2,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,88.71,174.07,No
C1302,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.8,585.52,Yes
C1303,0,No,No,20,Yes,No,DSL,No,No,Yes,Month-to-month,No,Electronic check,100.15,1985.46,No
C1304,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.02,3428.88,No
C1305,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,18.0,18.0,No
C1306,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,49.12,49.12,No
C1307,1,No,No,34,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,98.12,3314.0,No
C1308,0,Yes,Yes,0,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card,105.58,105.58,No
C1309,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,99.07,673.13,No
C1310,0,Yes,No,7,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,59.09,373.87,No
C1311,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,32.34,147.61,No
C1312,1,No,No,40,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.98,2610.37,No
C1313,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,65.37,224.12,No
C1314,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card,104.14,1290.44,No
C1315,1,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.69,70.69,No
C1316,0,No,No,14,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,65.42,848.52,No
C1317,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,One year,No,Electronic check,66.84,2265.2,No
C1318,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,75.0,75.0,No
C1319,0,Yes,No,41,Yes,No,DSL,No,No,No,Two year,Yes,Electronic check,80.66,3356.67,No
C1320,0,No,No,31,Yes,Yes,DSL,No,No,Yes,Two year,No,Bank transfer,46.89,,No
C1321,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.56,62.92,No
C1322,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,99.26,1998.19,Yes
C1323,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.97,23.97,No
C1324,1,No,No,13,Yes,No,DSL,Yes,No,Yes,Two year,No,Credit card,105.94,1420.9,No
C1325,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,18.0,855.32,No
C1326,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.39,1586.27,No
C1327,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,89.3,,No
C1328,0,No,No,43,Yes,Yes,DSL,No,No,No,One year,No,Mailed check,65.01,2780.71,No
C1329,0,No,No,6,Yes,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,32.09,92.11,Yes
C1330,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,75.66,1686.53,No
C1331,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,66.68,66.68,No
C1332,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Credit card,59.6,254.81,No
C1333,1,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.4,1899.23,No
C1334,0,Yes,Yes,12,No,No phone service,DSL,Yes,No,Yes,Month-to-month,No,Credit card,64.13,733.58,No
C1335,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,50.45,1340.47,No
C1336,1,No,No,2,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,125.86,311.81,Yes
C1337,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Credit card,59.0,1389.32,No
C1338,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,55.66,55.66,No
C1339,1,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer,51.46,2436.84,No
C1340,1,No,No,9,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,109.42,973.93,No
C1341,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.02,1600.83,No
C1342,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,73.99,3056.99,No
C1343,1,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,One year,No,Credit card,59.02,718.78,No
C1344,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Credit card,29.41,799.91,No
C1345,0,No,Yes,20,Yes,No,DSL,No,No,No,One year,Yes,Bank transfer,44.52,878.44,No
C1346,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Two year,No,Credit card,72.92,3436.58,No
C1347,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,43.39,264.07,No
C1348,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,One year,Yes,Credit card,71.49,529.27,No
C1349,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,108.23,108.23,No
C1350,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.27,1853.8,No
C1351,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,28.66,718.56,No
C1352,0,No,Yes,24,Yes,Yes,DSL,Yes,No,No,One year,No,Credit card,43.83,1073.17,No
C1353,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,57.86,1843.48,No
C1354,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card,56.19,1174.57,No
C1355,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card,68.8,694.67,No
C1356,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer,72.81,981.09,No
C1357,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,One year,Yes,Credit card,108.26,2826.23,No
C1358,0,No,No,22,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,64.91,1506.37,No
C1359,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,36.2,1035.81,No
C1360,0,No,No,50,Yes,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,93.85,4699.88,No
C1361,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,96.58,200.96,No
C1362,0,Yes,No,5,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card,70.81,386.92,No
C1363,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,58.84,412.24,No
C1364,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,One year,No,Electronic check,80.56,1832.68,No
C1365,0,Yes,No,22,Yes,No,DSL,No,No,No,Month-to-month,No,Mailed check,59.72,1364.43,No
C1366,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card,18.0,66.52,No
C1367,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card,79.09,1987.36,No
C1368,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,87.31,636.27,No
C1369,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer,101.03,2533.62,No
C1370,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,46.73,1471.63,No
C1371,0,No,No,0,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,70.65,70.65,No
C1372,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,71.19,199.67,No
C1373,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,67.13,2019.52,Yes
C1374,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,67.87,1351.93,Yes
C1375,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.93,952.91,No
C1376,0,No,Yes,46,No,No phone service,Fiber optic,No,No,No,Two year,Yes,Credit card,70.29,3160.63,No
C1377,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.52,492.02,No
C1378,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.51,3060.55,Yes
C1379,0,Yes,No,33,Yes,Yes,DSL,No,No,No,One year,No,Bank transfer,46.09,1570.75,No
C1380,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,One year,No,Bank transfer,60.69,941.16,No
C1381,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Credit card,54.43,1380.28,No
C1382,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer,50.86,1507.53,No
C1383,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,24.6,84.5,No
C1384,1,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,65.61,65.61,No
C1385,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,Credit card,76.98,3495.64,No
C1386,0,No,No,20,Yes,No,DSL,No,No,No,One year,Yes,Credit card,61.12,1206.12,No
C1387,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Credit card,64.78,3109.26,No
C1388,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,75.46,958.62,Yes
C1389,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,100.28,3518.09,No
C1390,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Electronic check,54.51,1781.03,No
C1391,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.71,123.06,No
C1392,0,No,No,18,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,62.74,1083.05,No
C1393,0,No,Yes,17,Yes,Yes,DSL,No,No,No,One year,Yes,Electronic check,112.09,2001.6,No
C1394,0,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.98,786.53,No
C1395,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,81.25,277.9,Yes
C1396,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,93.95,5450.74,No
C1397,0,Yes,No,29,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,18.0,569.93,No
C1398,1,Yes,Yes,0,No,No phone service,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,75.26,75.26,No
C1399,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,80.09,80.09,No
C1400,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.32,1182.22,No
C1401,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,48.84,1752.04,No
C1402,0,No,No,13,Yes,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer,50.23,639.49,No
C1403,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,56.79,56.79,Yes
C1404,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Two year,No,Bank transfer,57.45,2169.08,No
C1405,0,Yes,No,57,Yes,No,DSL,Yes,No,No,Two year,Yes,Mailed check,52.73,2960.21,No
C1406,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,56.39,522.1,No
C1407,1,No,Yes,57,Yes,No,DSL,No,No,Yes,Two year,Yes,Electronic check,94.77,5332.38,No
C1408,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,34.64,,No
C1409,1,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,21.27,749.17,No
C1410,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer,95.17,1793.75,No
C1411,1,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,60.2,1815.02,No
C1412,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.29,958.17,No
C1413,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,62.22,3209.05,No
C1414,1,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,70.23,272.49,No
C1415,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.9,481.47,No
C1416,0,No,No,15,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,77.65,1191.46,Yes
C1417,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,40.94,764.48,No
C1418,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,57.45,57.45,No
C1419,0,Yes,No,32,No,No phone service,DSL,No,Yes,Yes,Two year,Yes,Bank transfer,18.0,538.75,No
C1420,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,94.31,2066.74,No
C1421,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,60.6,844.82,Yes
C1422,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,81.75,1860.26,No
C1423,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,76.91,76.91,No
C1424,0,Yes,No,16,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,1247.43,No
C1425,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Two year,No,Mailed check,64.81,2359.77,No
C1426,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,74.71,1179.49,No
C1427,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,40.97,1399.37,No
C1428,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,35.72,35.72,No
C1429,0,Yes,No,25,Yes,No,DSL,No,No,No,Two year,Yes,Electronic check,62.47,1645.71,No
C1430,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,48.01,2369.7,No
C1431,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,100.64,2211.54,No
C1432,0,No,No,16,Yes,No,DSL,No,No,No,One year,Yes,Bank transfer,74.38,1119.84,No
C1433,1,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Credit card,47.09,1826.32,No
C1434,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,58.21,1173.36,No
C1435,1,Yes,No,0,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,68.33,68.33,No
C1436,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,63.3,63.3,No
C1437,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,71.79,1626.14,No
C1438,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,One year,No,Mailed check,66.72,1583.54,No
C1439,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.23,901.68,No
C1440,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,792.9,No
C1441,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card,55.66,440.62,No
C1442,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,79.01,1499.51,No
C1443,0,No,No,17,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,55.94,957.25,Yes
C1444,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.91,1902.5,No
C1445,0,No,Yes,37,Yes,No,DSL,No,No,No,One year,No,Credit card,63.83,2409.1,No
C1446,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,98.93,2636.83,No
